study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Dupont_redclover_Denmark_2009,Braedstrup_2009,Trifolium pratense,Rajah,organic,Denmark,55.9516546445599,9.64371683847053,540197,6200886,32,8,8,2009,12.23,94,kg per hectare,53,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,only bees,transects,437,414,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Galten_2009,Trifolium pratense,Rajah,organic,Denmark,56.1368311149132,9.93926860240262,558372,6221706,32,8,8,2009,12,230,kg per hectare,204,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,only bees,transects,475,411,64,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,"Gjern, Blak_2009",Trifolium pratense,Milvus,organic,Denmark,56.1997017778184,9.67463627798065,541858,6228511,32,7,7,2009,NA,NA,kg per hectare,NA,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,only bees,transects,85,0,85,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,"Gjern, Tingvejen_2009",Trifolium pratense,NA,organic,Denmark,56.2001088014947,9.7295565961768,545265,6228591,32,6,6,2009,NA,NA,kg per hectare,NA,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,5,5,Chao1,only bees,transects,104,0,104,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Hammel 1_2009,Trifolium pratense,Rajah,organic,Denmark,56.2789580192022,9.84569705896529,552363,6237449,32,7,7,2009,10,441,kg per hectare,419,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,5,5,Chao1,only bees,transects,1023,669,354,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Hammel 2_2009,Trifolium pratense,Rajah,organic,Denmark,56.2928585193325,9.86508538453536,553544,6239011,32,7,7,2009,9,260,kg per hectare,165,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,498,334,164,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Horning_2009,Trifolium pratense,Rajah,organic,Denmark,56.0831878878951,10.0561852551629,565729,6215841,32,7,7,2009,6.2,373,kg per hectare,354,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,5,5,Chao1,only bees,transects,1178,452,726,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Nr. Aaby_2009,Trifolium pratense,Rajah,organic,Denmark,55.424533375932,9.85605242521262,554180,6142368,32,7,7,2009,8.5,581,kg per hectare,558,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,only bees,transects,252,76,176,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Odense_2009,Trifolium pratense,Milvus,organic,Denmark,55.4312569332887,10.4567423740814,592180,6143748,32,7,7,2009,5,117.8,kg per hectare,125,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,578,202,376,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Randers NO Nord_2009,Trifolium pratense,Rajah,organic,Denmark,56.5122074861614,10.0751225693981,566162,6263607,32,7,7,2009,5.25,402,kg per hectare,448,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,only bees,transects,476,209,267,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Randers NO Syd_2009,Trifolium pratense,NA,organic,Denmark,56.4999192580371,10.074774847579,566162,6262239,32,7,7,2009,5.25,402,kg per hectare,448,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,1041,771,270,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Randers SO_2009,Trifolium pratense,Rajah,organic,Denmark,56.4027459363624,10.1046209105932,568173,6251453,32,7,7,2009,14,443,kg per hectare,433,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,580,184,396,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Ringe_2009,Trifolium pratense,Rajah,organic,Denmark,55.2920481397125,10.5524170387281,598579,6128389,32,7,7,2009,15,NA,kg per hectare,NA,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,402,72,330,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Ry_2009,Trifolium pratense,Milvus,organic,Denmark,56.0538640170978,9.78588241212469,548945,6212353,32,6,6,2009,15,16.733333,kg per hectare,11.333333,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,5,5,Chao1,only bees,transects,217,0,217,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Skive_2009,Trifolium pratense,Milvus,organic,Denmark,56.5693828504499,8.87758706783352,492478,6269460,32,7,7,2009,7.8,32.692308,kg per hectare,27.820513,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6.987,Chao1,only bees,transects,79,2,77,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,"Vester Skerninge, Kohavevej_2009",Trifolium pratense,Milvus,organic,Denmark,55.0818349371757,10.4810179128541,594542,6104900,32,7,7,2009,5,249.2,kg per hectare,246.8,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,6,6,Chao1,only bees,transects,1057,834,223,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
Dupont_redclover_Denmark_2009,Viborg_2009,Trifolium pratense,Milvus,organic,Denmark,56.4436722105575,9.29155898533987,517975,6255499,32,7,7,2009,1.44,122.222222,kg per hectare,109.722222,kg per hectare,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,transects,5,5,Chao1,only bees,transects,163,56,107,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1371/journal.pone.0025172,"Yoko L. Dupont, Vibeke Simonsen",yoko.dupont@bios.au.dk
