Date,Time,observationtime_min,Landscape_ID,Number_flowers,Pot_ID,Syrphids_hairy,Syrphids_bald,Other_diptera,Wild_bees,Honeybees,Bumblebees_Long-toungued,Bumblebees_short-toungued,Other_Hymenoptera,total_visits,obsrate
100628,11.04 - 11.54,50,4.01,2,2,0,0,0,0,0,0,0,0,0,0
100628,,,4.01,,3,,,,,,,,,0,#DIV/0!
100628,,,4.01,,4,,,,,,,,,0,#DIV/0!
100628,13.19 - 14.19,60,2.42,1,1,0,0,0,0,0,0,0,0,0,0
100628,13.19 - 14.19,60,2.42,3,2,0,0,0,0,0,1,0,0,1,1
100628,13.19 - 14.19,60,2.42,1,3,0,0,0,0,0,0,0,0,0,0
100628,13.19 - 14.19,60,2.42,4,4,0,0,0,0,0,0,0,0,0,0
100628,15.26 - 16.26,60,1.1,13,1,0,0,0,0,0,0,0,0,0,0
100628,15.26 - 16.26,60,1.1,40,2,0,0,0,0,0,0,0,0,0,0
100628,15.26 - 16.26,60,1.1,18,3,0,1,0,0,0,0,0,0,1,1
100628,15.26 - 16.26,60,1.1,17,4,0,0,0,0,0,0,0,0,0,0
109629,09.38 - 10.18,40,5.4,8,1,0,0,0,0,0,0,0,0,0,0
109629,09.38 - 10.18,40,5.4,23,2,0,0,0,2,3,0,0,0,5,7.5
109629,09.38 - 10.18,40,5.4,52,3,0,0,1,4,2,0,0,0,7,10.5
109629,09.38 - 10.18,40,5.4,9,4,0,0,0,0,0,0,0,0,0,0
109629,10.50 - 11.30,40,5.01,21,1,0,2,0,3,0,0,0,0,5,7.5
109629,10.50 - 11.30,40,5.01,8,2,0,2,,2,0,0,0,0,4,6
109629,10.50 - 11.30,40,5.01,14,3,0,2,1,3,0,0,0,0,6,9
109629,10.50 - 11.30,40,5.01,4,4,0,0,0,3,0,0,0,0,3,4.5
109629,13.38 - 14.28,50,4.1,14,1,0,0,1,0,0,0,0,0,1,1.2
109629,13.38 - 14.28,50,4.1,1,2,0,0,0,1,0,0,0,0,1,1.2
109629,13.38 - 14.28,50,4.1,11,3,0,0,0,1,0,0,0,0,1,1.2
109629,13.38 - 14.28,50,4.1,9,4,0,0,0,0,0,0,0,0,0,0
109629,15.28 - 16.28,60,4.12,21,1,0,1,0,0,0,0,0,0,1,1
109629,15.28 - 16.28,60,4.12,33,2,0,5,0,0,0,0,0,0,5,5
109629,15.28 - 16.28,60,4.12,14,3,0,3,0,0,0,0,0,0,3,3
109629,15.28 - 16.28,60,4.12,12,4,0,2,0,0,0,0,0,0,2,2
100630,09.50 - 10.50,60,2.4,25,1,1,0,0,0,5,0,0,0,6,6
100630,09.50 - 10.50,60,2.4,35,2,0,0,0,2,11,0,0,0,13,13
100630,09.50 - 10.50,60,2.4,8,3,1,0,0,0,2,0,0,0,3,3
100630,09.50 - 10.50,60,2.4,29,4,1,0,1,0,7,0,0,0,9,9
100630,11.47 - 12.27,40,2.02,29,1,10,8,1,2,4,0,0,0,25,37.5
100630,11.47 - 12.27,40,2.02,21,2,7,2,1,1,2,0,0,0,13,19.5
100630,11.47 - 12.27,40,2.02,25,3,15,6,2,1,7,0,0,0,31,46.5
100630,11.47 - 12.27,40,2.02,51,4,17,15,0,0,5,0,0,0,37,55.5
100701,11.42 - 12.42,60,2.01,27,1,0,0,0,8,0,0,0,0,8,8
100701,11.42 - 12.42,60,2.01,6,2,0,0,0,5,0,0,0,0,5,5
100701,11.42 - 12.42,60,2.01,17,3,0,0,1,10,0,0,0,0,11,11
100701,11.42 - 12.42,60,2.01,3,4,0,0,0,0,0,0,0,0,0,0
100701,13.46 - 14.36,50,2.1,22,1,0,0,0,0,0,0,0,0,0,0
100701,13.46 - 14.36,50,2.1,1,2,0,0,0,0,0,0,0,0,0,0
100701,13.46 - 14.36,50,2.1,22,3,0,0,0,0,0,0,0,0,0,0
100701,13.46 - 14.36,50,2.1,33,4,0,0,0,0,0,0,0,0,0,0
100702,10.28 - 11.28,60,1.1,29,1,7,0,2,0,0,0,0,0,9,9
100702,10.28 - 11.28,60,1.1,34,2,4,1,0,1,0,0,0,0,6,6
100702,10.28 - 11.28,60,1.1,23,3,4,0,0,1,0,0,0,0,5,5
100702,10.28 - 11.28,60,1.1,49,4,9,0,1,0,0,0,0,0,10,10
100702,12.40 - 13.20,40,2.42,4,1,0,0,0,1,0,0,0,0,1,1.5
100702,12.40 - 13.20,40,2.42,2,2,0,0,0,0,0,0,0,0,0,0
100702,12.40 - 13.20,40,2.42,2,3,0,1,0,1,0,0,0,0,2,3
100702,12.40 - 13.20,40,2.42,2,4,0,0,0,0,0,0,0,0,0,0
100702,15.53 - 16.33,40,4.4,4,1,0,0,0,0,0,0,0,0,0,0
100702,15.53 - 16.33,40,4.4,5,4,0,0,0,0,0,0,0,0,0,0
100705,09.53 - 10.53,40,4.12,9,1,0,0,0,1,0,1,0,0,2,3
100705,09.53 - 10.53,40,4.12,4,2,0,0,0,1,0,1,0,0,2,3
100705,09.53 - 10.53,40,4.12,40,3,0,0,0,6,2,3,1,0,12,18
100705,09.53 - 10.53,40,4.12,24,4,1,0,0,2,1,1,0,0,5,7.5
100705,12.50 - 13.50,60,4.1,8,1,0,0,0,1,0,0,0,0,1,1
100705,12.50 - 13.50,60,4.1,12,2,1,0,0,0,0,0,0,0,1,1
100705,12.50 - 13.50,60,4.1,80,3,2,0,0,3,1,0,0,0,6,6
100705,12.50 - 13.50,60,4.1,18,4,0,0,0,0,0,0,0,0,0,0
100705,14.52 - 15.32,40,5.01,3,1,0,0,0,0,0,0,0,0,0,0
100705,14.52 - 15.32,40,5.01,16,2,0,0,0,0,0,0,0,0,0,0
100705,14.52 - 15.32,40,5.01,27,3,1,0,0,0,0,0,0,0,1,1.5
100705,14.52 - 15.32,40,5.01,20,4,1,0,0,0,0,0,0,0,1,1.5
100705,15.51 - 16.31,40,5.4,7,1,0,0,0,0,1,0,0,0,1,1.5
100705,15.51 - 16.31,40,5.4,64,2,1,0,0,0,3,0,0,0,4,6
100705,15.51 - 16.31,40,5.4,46,3,0,0,0,0,3,0,0,0,3,4.5
100705,15.51 - 16.31,40,5.4,43,4,0,0,0,0,1,0,0,0,1,1.5
100706,10.10 - 11.10,60,2.01,0,1,0,0,0,0,0,0,0,0,0,0
100706,10.10 - 11.10,60,2.01,10,2,0,0,0,0,0,0,0,0,0,0
100706,10.10 - 11.10,60,2.01,32,3,0,0,0,0,0,0,0,0,0,0
100706,10.10 - 11.10,60,2.01,10,4,0,0,1,0,0,0,0,0,1,1
100706,12.10 - 13.10,60,2.1,64,1,0,0,0,3,0,0,0,0,3,3
100706,12.10 - 13.10,60,2.1,1,2,0,0,0,0,0,0,0,0,0,0
100706,12.10 - 13.10,60,2.1,50,3,0,0,1,2,0,0,0,0,3,3
100706,12.10 - 13.10,60,2.1,74,4,0,0,0,0,0,0,0,0,0,0
100706,14.38 - 15.18,40,2.02,41,1,4,0,0,1,1,0,0,0,6,9
100706,14.38 - 15.18,40,2.02,17,2,8,0,0,2,1,0,0,0,11,16.5
100706,14.38 - 15.18,40,2.02,47,3,19,0,0,8,5,0,0,0,32,48
100706,14.38 - 15.18,40,2.02,56,4,19,1,0,5,5,0,0,0,30,45
100706,15.51.16.51,60,2.4,34,1,0,0,1,2,0,0,0,1,4,4
100706,15.51.16.51,60,2.4,14,2,0,0,1,0,0,0,0,0,1,1
100706,15.51.16.51,60,2.4,71,3,0,1,1,0,0,0,0,0,2,2
100706,15.51.16.51,60,2.4,8,4,0,0,0,0,0,0,0,0,0,0
100707,10.56 - 11.56,60,1.1,73,1,0,3,1,4,0,0,0,0,8,8
100707,10.56 - 11.56,60,1.1,111,2,0,1,2,9,0,0,0,0,12,12
100707,10.56 - 11.56,60,1.1,46,3,0,1,0,3,0,0,0,0,4,4
100707,10.56 - 11.56,60,1.1,53,4,0,2,1,11,0,0,0,0,14,14
100707,12.48 - 13.48,60,2.42,3,1,0,0,0,1,0,0,0,0,1,1
100707,12.48 - 13.48,60,2.42,9,2,0,0,0,2,0,0,0,0,2,2
100707,12.48 - 13.48,60,2.42,1,3,0,0,0,0,0,0,0,0,0,0
100707,12.48 - 13.48,60,2.42,0,4,0,0,0,0,0,0,0,0,0,0
100707,,,4.01,,1,,,,,,,,,0,#DIV/0!
100707,,,4.01,,2,,,,,,,,,0,#DIV/0!
100707,,,4.01,,3,,,,,,,,,0,#DIV/0!
100707,,,4.01,,4,,,,,,,,,0,#DIV/0!
100707,15.51 - 16.31,40,4.4,13,1,0,0,0,0,0,0,0,0,0,0
100707,15.51 - 16.31,40,4.4,0,2,0,0,0,0,0,0,0,0,0,0
100707,15.51 - 16.31,40,4.4,0,3,0,0,0,0,0,0,0,0,0,0
100707,,,4.4,,4,,,,,,,,,0,#DIV/0!
100708,09.40 - 10.20,40,5.4,0,1,0,0,0,0,0,0,0,0,0,0
100708,09.40 - 10.20,40,5.4,36,2,1,2,0,0,0,0,1,0,4,6
100708,09.40 - 10.20,40,5.4,28,3,0,0,0,0,0,0,0,0,0,0
100708,09.40 - 10.20,40,5.4,7,4,0,0,0,0,0,0,0,0,0,0
100708,10.51 - 11.31,40,5.01,9,1,0,0,0,2,0,0,0,0,2,3
100708,10.51 - 11.31,40,5.01,25,2,0,0,0,4,0,0,0,0,4,6
100708,10.51 - 11.31,40,5.01,29,3,0,0,0,4,0,0,0,0,4,6
100708,10.51 - 11.31,40,5.01,27,4,0,0,0,4,0,0,0,0,4,6
100708,13.13 - 13.53,40,4.1,16,1,0,0,1,0,0,0,0,0,1,1.5
100708,13.13 - 13.53,40,4.1,30,2,4,1,0,5,0,0,0,0,10,15
100708,13.13 - 13.53,40,4.1,10,3,1,0,0,5,0,0,0,0,6,9
100708,13.13 - 13.53,40,4.1,23,4,1,0,0,2,0,0,0,0,3,4.5
100708,14.30 - 15.30,60,4.12,7,1,0,0,0,0,0,0,0,0,0,0
100708,14.30 - 15.30,60,4.12,0,2,0,0,0,0,0,0,0,0,0,0
100708,14.30 - 15.30,60,4.12,17,3,0,0,0,0,0,0,0,0,0,0
100708,14.30 - 15.30,60,4.12,12,4,0,0,0,0,0,0,0,0,0,0
100712,09.54 - 10.54,60,2.01,0,1,0,0,0,0,0,0,0,0,0,0
100712,09.54 - 10.54,60,2.01,8,2,0,7,0,0,0,0,0,0,7,7
100712,09.54 - 10.54,60,2.01,22,3,0,2,0,0,0,0,1,0,3,3
100712,09.54 - 10.54,60,2.01,8,4,0,2,0,0,0,0,0,0,2,2
100712,11.41 - 12.21,40,2.1,58,1,0,0,1,1,0,0,0,3,5,7.5
100712,11.41 - 12.21,40,2.1,1,2,0,0,0,,0,0,0,0,0,0
100712,11.41 - 12.21,40,2.1,18,3,0,0,0,2,0,0,0,2,4,6
100712,11.41 - 12.21,40,2.1,14,4,0,0,0,1,0,0,0,1,2,3
100712,14.32 - 15.12,40,2.02,8,1,0,0,0,2,0,0,0,0,2,3
100712,14.32 - 15.12,40,2.02,25,2,2,1,2,1,0,0,0,0,6,9
100712,14.32 - 15.12,40,2.02,4,3,0,0,0,0,0,0,0,0,0,0
100712,14.32 - 15.12,40,2.02,10,4,1,1,1,0,0,0,0,0,3,4.5
100712,15.34 - 16.34,60,2.4,29,1,0,0,0,1,1,0,0,0,2,2
100712,15.34 - 16.34,60,2.4,7,2,0,0,0,0,0,0,0,0,0,0
100712,15.34 - 16.34,60,2.4,36,3,1,0,0,1,2,0,0,0,4,4
100712,15.34 - 16.34,60,2.4,0,4,0,0,0,0,0,0,0,0,0,0
100616,10.00-10.50,50,1.1,6,1,0,1,0,0,0,0,0,0,1,1.2
100616,10.00-10.50,50,1.1,5,2,0,0,0,0,0,0,0,0,0,0
100616,10.00-10.50,50,1.1,7,3,0,0,0,0,0,0,0,0,0,0
100616,10.00-10.50,50,1.1,6,4,0,2,0,0,0,0,0,0,2,2.4
100616,13.15-13.55,40,2.42,2,1,0,0,0,0,0,0,0,0,0,0
100616,13.15-13.55,40,2.42,1,2,0,0,0,0,0,0,0,0,0,0
100616,13.15-13.55,40,2.42,6,4,1,0,0,0,0,0,0,0,1,1.5
100616,16.15-16-45,30,5.01,5,4,0,0,0,0,0,0,0,0,0,0
100617,11.15-12.00,45,4.12,5,1,0,0,0,1,,0,0,0,1,1.33
100617,11.15-12.00,45,4.12,10,2,0,1,0,2,0,0,0,0,3,4
100617,14.30-15.10,40,2.4,3,1,2,0,0,0,0,0,0,0,2,3
100617,14.30-15.10,40,2.4,10,4,2,0,0,0,0,0,0,0,2,3
100617,16.00-16.40,40,2.02,8,1,0,1,0,0,0,0,0,0,1,1.5
100617,16.00-16.40,40,2.02,4,2,0,0,0,0,0,0,0,0,0,0
100617,16.00-16.40,40,2.02,3,3,0,2,0,0,0,0,0,0,2,3
100617,16.00-16.40,40,2.02,1,4,0,0,0,0,0,0,0,0,0,0
100714,09.10-09.10,NA,4.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,09.10-09.10,NA,4.4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,09.10-09.10,NA,4.4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,09.10-09.10,NA,4.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,12.00-12.50,50,1.1,13,1,0,0,0,0,0,0,0,0,0,0
100714,12.00-12.50,50,1.1,26,2,0,2,0,0,0,0,0,0,2,2.4
100714,12.00-12.50,50,1.1,18,3,0,2,0,5,0,0,0,0,7,8.4
100714,12.00-12.50,50,1.1,15,4,0,1,0,2,0,0,0,0,3,3.6
100714,13.30-13.30,NA,2.42,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,13.30-13.30,NA,2.42,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,13.30-13.30,NA,2.42,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100714,13.30-13.30,NA,2.42,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,0944-09.44,NA,4.12,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,0944-09.44,NA,4.12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,0944-09.44,NA,4.12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,0944-09.44,NA,4.12,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,12.24-13.04,40,4.1,36,1,0,0,0,4,0,0,0,0,4,6
100716,12.24-13.04,40,4.1,4,2,0,0,0,0,0,0,0,0,0,0
100716,12.24-13.04,40,4.1,0,3,0,0,0,0,0,0,0,0,0,0
100716,12.24-13.04,40,4.1,3,4,0,0,0,0,0,0,0,0,0,0
100716,15.00-15.00,NA,5.01,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,15.00-15.00,NA,5.01,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,15.00-15.00,NA,5.01,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,15.00-15.00,NA,5.01,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,16.00-16.00,NA,5.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,16.00-16.00,NA,5.4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,16.00-16.00,NA,5.4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100716,16.00-16.00,NA,5.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,10.18-10.18,NA,2.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,10.18-10.18,NA,2.4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,10.18-10.18,NA,2.4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,10.18-10.18,NA,2.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,12.55-12.55,NA,2.02,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,12.55-12.55,NA,2.02,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,12.55-12.55,NA,2.02,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,12.55-12.55,NA,2.02,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,15.00-15.00,NA,2.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,15.00-15.00,NA,2.1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,15.00-15.00,NA,2.1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,15.00-15.00,NA,2.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,16.50-16.50,NA,2.01,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,16.50-16.50,NA,2.01,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,16.50-16.50,NA,2.01,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100719,16.50-16.50,NA,2.01,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,10.30-10.30,NA,1.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,10.30-10.30,NA,1.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,10.30-10.30,NA,1.1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,10.30-10.30,NA,1.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,12.40-12.40,NA,2.42,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,12.40-12.40,NA,2.42,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,12.40-12.40,NA,2.42,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,12.40-12.40,NA,2.42,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,15.20-15.20,NA,4.01,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,15.20-15.20,NA,4.01,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,15.20-15.20,NA,4.01,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,15.20-15.20,NA,4.01,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,16.50-16.50,NA,4.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,16.50-16.50,NA,4.4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,16.50-16.50,NA,4.4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
100720,16.50-16.50,NA,4.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,#V�RDE!
