study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_15,Prunus avium,Kordia and Regina,conventional,Belgium,50.7926366577123,5.24131781708179,NA,NA,31U,4,4,2019,2.0125,30.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,6,13.75,Chao 1,all visitors considered,sweep net,32,26,3,2,1,0,0,0,0,0,0,20125,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_16,Prunus avium,Kordia and Regina,conventional,Belgium,51.2704654749423,3.57123749030783,NA,NA,31U,4,4,2019,1.205,36,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,18.907,Chao 1,all visitors considered,sweep net,107,81,6,14,6,0,0,0,0,0,0,12050,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_1,Malus domestica,Jonagold,conventional,Belgium,50.8884452463377,5.02435422897293,NA,NA,31U,4,4,2019,0.87,1.5,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,8,11.852,Chao 1,all visitors considered,sweep net,27,15,3,8,1,0,0,0,0,0,0,8700,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_2,Malus domestica,Jonagold,conventional,Belgium,50.8730146086619,5.00840956798466,NA,NA,31U,4,4,2019,0.59,3.06,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,7,11.424,Chao 1,all visitors considered,sweep net,59,43,13,2,1,0,0,0,0,0,0,5900,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_3,Malus domestica,Jonagold,conventional,Belgium,50.8752698768455,4.96508532599334,NA,NA,31U,4,4,2019,1.42,4.28,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,8,8.246,Chao 1,all visitors considered,sweep net,69,45,17,7,0,0,0,0,0,0,0,14200,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_4,Malus domestica,Jonagold,conventional,Belgium,50.8262320643791,4.91717219087618,NA,NA,31U,4,4,2019,0.95,3.4,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,12.882,Chao 1,all visitors considered,sweep net,34,17,8,7,2,0,0,0,0,0,0,9500,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_5,Malus domestica,Jonagold,conventional,Belgium,51.1199947420194,3.59194789588947,NA,NA,31U,4,4,2019,1.39,3.4,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,6,6.163,Chao 1,all visitors considered,sweep net,50,40,5,5,0,0,0,0,0,0,0,13900,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_6,Malus domestica,Jonagold,conventional,Belgium,51.2482693878201,3.70305822174822,NA,NA,31U,4,4,2019,1.44,2.64,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,8,17.787,Chao 1,all visitors considered,sweep net,47,34,11,2,0,0,0,0,0,0,0,1400,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_7,Malus domestica,Jonagold,conventional,Belgium,50.9033863133973,5.07862614123336,NA,NA,31U,4,4,2019,2.05,3.88,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,4,4.971,Chao 1,all visitors considered,sweep net,34,28,4,2,0,0,0,0,0,0,0,19600,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_8,Malus domestica,Jonagold,conventional,Belgium,50.8986514777031,3.38112369179575,NA,NA,31U,4,4,2019,0.85,4.82,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,12.941,Chao 1,all visitors considered,sweep net,68,49,10,6,3,0,0,0,0,0,0,8500,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_9,Malus domestica,Jonagold,conventional,Belgium,50.9067111259275,5.04619599652415,NA,NA,31U,4,4,2019,2.35,4.03,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,6,6,Chao 1,all visitors considered,sweep net,62,51,2,9,0,0,0,0,0,0,0,23500,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_10,Malus domestica,Jonagold,conventional,Belgium,50.9203087992626,5.018760092503,NA,NA,31U,4,4,2019,1.96,3.73,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,3,3.487,Chao 1,all visitors considered,sweep net,39,36,0,2,1,0,0,0,0,0,0,20500,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_11,Malus domestica,Jonagold,conventional,Belgium,51.2843810803478,3.62271780215638,NA,NA,31U,4,4,2019,1.9,3.66,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,13,33.712,Chao 1,all visitors considered,sweep net,73,33,14,23,3,0,0,0,0,0,0,1900,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_12,Malus domestica,Jonagold,conventional,Belgium,50.8666623498564,3.32587710994118,NA,NA,31U,4,4,2019,3.69,4.05,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,10,34.275,Chao 1,all visitors considered,sweep net,109,95,6,7,1,0,0,0,0,0,0,36900,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_13,Malus domestica,Jonagold,conventional,Belgium,50.9553202151251,3.39635130498703,NA,NA,31U,4,4,2019,3.46,2.89,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,10,16.171,Chao 1,all visitors considered,sweep net,79,61,6,12,0,0,0,0,0,0,0,34600,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_apple_Belgium_2019,Ariza_etal_2019_14,Malus domestica,Jonagold,conventional,Belgium,50.9547416870069,3.4290567048266,NA,NA,31U,4,4,2019,4.07,4,fruit set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,4,4.493,Chao 1,all visitors considered,sweep net,70,64,3,2,1,0,0,0,0,0,0,40700,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
