study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
vere03,Vergers de Barry,Malus domestica,Red Flame,Organic,Belgium,50.58112,3.5445,NA,NA,NA,4,4,2019,3.35,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere03,Vergers de Brunehaut,Malus domestica,Pink Lady,Non-organic,Belgium,50.506134,3.382844,NA,NA,NA,4,4,2019,19,30,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere03,Vergers de la Vallee,Malus domestica,NA,Non-organic,Belgium,50.59265,4.9507,NA,NA,NA,4,4,2019,17.2,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Bois de la Borde,Malus domestica,Gala,Organic,France,47.557031,0.553025,NA,NA,NA,4,4,2019,2,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,23.432,Chao1,184,138,32,14,NA,NA,NA,NA,NA,NA,NA,2,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Dampleux,Malus domestica,Reinette grise du Canada,Non-organic,France,49.245781,3.150376,NA,NA,NA,4,4,2019,2.15,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,83.099,Chao1,151,30,75,46,NA,NA,NA,NA,NA,NA,NA,2.15,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Ferme de Canon,Malus domestica,Pomme President,Organic,France,49.0803,-0.09375,NA,NA,NA,4,4,2019,4,14,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,31.058,Chao1,159,37,52,70,NA,NA,NA,NA,NA,NA,NA,4,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Fontenay,Malus domestica,Cox,Non-organic,France,49.10034,-0.353761,NA,NA,NA,4,4,2019,1.75,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20.203,Chao1,132,28,38,66,NA,NA,NA,NA,NA,NA,NA,1.75,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Innenheim,Malus domestica,Gala,Non-organic,France,48.502409,7.557589,NA,NA,NA,4,4,2019,2.53,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,18.232,Chao1,128,30,38,60,NA,NA,NA,NA,NA,NA,NA,2.53,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Jeunes de la Motte,Malus domestica,Gala,Non-organic,France,47.518982,0.468389,NA,NA,NA,4,4,2019,1.5,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24.442,Chao1,216,153,49,14,NA,NA,NA,NA,NA,NA,NA,1.5,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Le Plessis,Malus domestica,Treston,Organic,France,49.183461,3.059649,NA,NA,NA,4,4,2019,2,57,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,44.762,Chao1,105,38,35,32,NA,NA,NA,NA,NA,NA,NA,2,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Maillebois,Malus domestica,Opal,Organic,France,46.115485,5.913749,NA,NA,NA,4,4,2019,3.45,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30.127,Chao1,206,39,39,128,NA,NA,NA,NA,NA,NA,NA,3.45,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,SCA de la Plesse,Malus domestica,Gala,Non-organic,France,47.524699,-0.5062,NA,NA,NA,4,4,2019,21.28,44.57,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.28,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,SCA de Vauleard,Malus domestica,Gala,Non-organic,France,47.564191,-0.627172,NA,NA,NA,4,4,2019,6,69,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Tilly,Malus domestica,Gala,Non-organic,France,46.107229,5.92304,NA,NA,NA,4,4,2019,5.8,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Traenheim,Malus domestica,Gala,Organic,France,48.590605,7.477028,NA,NA,NA,4,4,2019,4.5,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere04,Vergers Ohey,Malus domestica,Jonagold,Organic,France,43.629206,4.175109,NA,NA,NA,4,4,2019,1,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere05,Gasi_2017,Malus domestica,NA,Organic,Belgium,50.687784,4.819336,NA,NA,NA,5,7,2017,6.5,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,27.218,Chao1,197,28,107,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere05,Penteville_2017,Malus domestica,NA,Organic,Belgium,50.552216,4.653305,NA,NA,NA,4,8,2017,1.15,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,41.056,Chao1,219,8,160,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere05,Pommeraie_2017,Malus domestica,NA,Organic,Belgium,50.557979,4.707042,NA,NA,NA,4,8,2017,0.3,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19.658,Chao1,319,91,202,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere06,La Framboiseraie de Redu,Rubus idaeus,NA,Conventional,Belgium,50.007962,5.1566090000000004,NA,NA,NA,4,4,2017,1.94,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Chao1,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,1.94,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere07,Fredandberries,Vaccinium corymbosum,NA,Organic,Belgium,50.308921,5.883556,NA,NA,NA,6,6,2017,0.23,2.61,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,21.143,Chao1,35,16,11,8,NA,NA,NA,NA,NA,NA,NA,0.23,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere07,Myrtille de Chardeneux,Vaccinium corymbosum,NA,Conventional,Belgium,50.368968,5.361766,NA,NA,NA,5,5,2017,0.43,6.98,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.946,Chao1,37,6,30,1,NA,NA,NA,NA,NA,NA,NA,0.43,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere07,P'tits Fruits d'Ici,Vaccinium corymbosum,NA,Organic,Belgium,50.57221,3.966101,NA,NA,NA,4,5,2017,0.15,1.2,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.445,Chao1,82,0,71,11,NA,NA,NA,NA,NA,NA,NA,0.15,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere08,Gasi_2016,Malus domestica,NA,Organic,Belgium,50.684731,4.815881,NA,NA,NA,3,8,2016,6.5,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,63.669,Chao1,136,1,33,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere08,Penteville_2016,Malus domestica,NA,Organic,Belgium,50.551525,4.652258,NA,NA,NA,4,8,2016,1.15,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,45.215,Chao1,351,3,124,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere09,Flemalle,Brassica napus,NA,Conventional,Belgium,50.66625,4.643972,NA,NA,NA,5,5,2019,3.62,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13.996,Chao1,229,75,125,29,NA,NA,NA,NA,NA,NA,NA,3.62,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere09,Freres_Delvaux,Brassica napus,NA,Conventional,Belgium,50.398343,4.7215,NA,NA,NA,4,5,2019,11.84,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.093,Chao1,111,81,5,25,NA,NA,NA,NA,NA,NA,NA,11.84,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere09,Pirmez,Brassica napus,NA,Organic,Belgium,50.342707,4.731325,NA,NA,NA,5,5,2019,2.15,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12.497,Chao1,191,114,30,47,NA,NA,NA,NA,NA,NA,NA,2.15,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere09,Schiepers,Brassica napus,NA,Organic,Belgium,50.553917,5.207083,NA,NA,NA,5,5,2019,6.79,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16.978,Chao1,178,111,41,26,NA,NA,NA,NA,NA,NA,NA,6.79,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere010,Coin_des_Champs,Fragaria × ananassa,NA,Organic,Belgium,50.641649,4.577286,NA,NA,NA,5,5,2019,1.85,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,34.794,Chao1,102,30,29,43,NA,NA,NA,NA,NA,NA,NA,1.85,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere010,Ferme_du_Chateau,Fragaria × ananassa,NA,Conventional,Belgium,50.48925,4.933753,NA,NA,NA,5,5,2019,0.34,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12.648,Chao1,143,113,1,29,NA,NA,NA,NA,NA,NA,NA,0.34,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere010,Fruits_du_Verger,Fragaria × ananassa,NA,Conventional,Belgium,50.528752,4.760494,NA,NA,NA,4,5,2019,2.92,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Chao1,165,13,152,0,NA,NA,NA,NA,NA,NA,NA,2.92,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere010,Val-Notre-Dame,Fragaria × ananassa,NA,Organic,Belgium,50.548723,5.21781,NA,NA,NA,5,5,2019,1.53,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14.953,Chao1,85,45,21,19,NA,NA,NA,NA,NA,NA,NA,1.53,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere011,Gasi_pyrus_2019,Pyrus communis,NA,Organic,Belgium,50.685186,4.814659,NA,NA,NA,4,4,2019,2.8,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
vere011,Pommeraie_pyrus_2019,Pyrus communis,NA,Organic,Belgium,50.557463,4.70593,NA,NA,NA,4,4,2019,13.06,NA,kg/ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14.486,Chao1,108,55,17,36,NA,NA,NA,NA,NA,NA,NA,13.06,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas J. Vereecken, Timothy Weekers","Nicolas.Vereecken@ulb.be, Timothy.Weekers@ulb.ac.be"
