study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Lindstrom_2012,35,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,56,0,1,0,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,36,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,1,0,0,45,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,37,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,99,1,0,1,0,20,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,38,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,0,4,0,0,15,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,39,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,2,0,1,0,10,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,40,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,51,1,0,0,0,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,41,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,23,0,0,0,0,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,42,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,65,0,0,0,0,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,43,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,0,1,1,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,44,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,48,1,0,1,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,45,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,118,0,0,1,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,46,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,1,4,0,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
