study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_05,Vaccinium corymbosum,varied,organic,USA,44.214885,-72.793697,NA,NA,NA,5,6,2015,0.7082005,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,9,23.444,Chao1,bombus and other wild bees,27,0,19,8,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,61.199999999999996,8.399999999999999,38.4,14.399999999999999,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_06,Vaccinium corymbosum,varied,organic,USA,44.3917677495,-73.0959985426,NA,NA,NA,5,6,2014,0.375982,20647.178,kg/ha,NA,NA,NA,21023.762999999999,NA,NA,10804.2075,1.2782818,1495,48.393749999999997,NA,NA,12,18.12,Chao1,bombus and other wild bees,48,0,35,13,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,191.1818181818184,0.272727272727273,172.63636363636377,18.272727272727302,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_06,Vaccinium corymbosum,varied,organic,USA,44.3917677495,-73.0959985426,NA,NA,NA,5,6,2015,0.375982,27864.991999999998,kg/ha,NA,NA,NA,28554.379000000001,NA,NA,10804.2075,1.7251418000000001,1495,36.635219999999997,NA,NA,8,15.81,Chao1,bombus and other wild bees,42,0,28,14,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,166.5,0,145.00000000000003,21.5,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_06,Vaccinium corymbosum,varied,organic,USA,44.3917677495,-73.0959985426,NA,NA,NA,5,6,2013,0.375982,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,13,44.484,Chao1,bombus and other wild bees,62,0,45,17,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,192,0,180.4999999999998,11.500000000000002,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_07,Vaccinium corymbosum,varied,organic,USA,44.1900231201,-72.8462866788,NA,NA,NA,5,6,2014,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,26,74.562,Chao1,bombus and other wild bees,112,0,51,61,0,0,0,0,0,0,0,1280,160,visits per m^2 and hour,313.07142857142844,3.857142857142858,164.35714285714278,144.21428571428575,"NA","NA","NA","NA","NA","NA",0.642857142857142,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_07,Vaccinium corymbosum,varied,organic,USA,44.1900231201,-72.8462866788,NA,NA,NA,5,6,2015,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,17,25.033,Chao1,bombus and other wild bees,61,0,29,32,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,598.6666666666667,4.000000000000002,491.9999999999998,52.00000000000001,"NA","NA","NA","NA","NA","NA",50.666666666666636,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_07,Vaccinium corymbosum,varied,organic,USA,44.1900231201,-72.8462866788,NA,NA,NA,5,6,2013,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,16,55.777,Chao1,bombus and other wild bees,56,0,36,20,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,224.10000000000002,17.700000000000003,124.19999999999999,82.19999999999999,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_08,Vaccinium corymbosum,varied,conventional,USA,44.2645144479,-73.1342006234,NA,NA,NA,5,6,2014,0.421155,22099.892,kg/ha,NA,NA,NA,23919.388999999999,NA,NA,7866.6862500000007,1.4355142000000001,1957,42.616160000000001,NA,NA,16,28.056,Chao1,bombus and other wild bees,63,0,27,36,0,0,0,0,0,0,0,1280,160,visits per m^2 and hour,199.5,0,153.6,45.900000000000006,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_08,Vaccinium corymbosum,varied,conventional,USA,44.2645144479,-73.1342006234,NA,NA,NA,5,5,2015,0.421155,28563.001,kg/ha,NA,NA,NA,28162.437999999998,NA,NA,7866.6862500000007,1.8553301,1957,41.371830000000003,NA,NA,14,19.882,Chao1,bombus and other wild bees,51,0,24,27,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,288.4999999999998,12.499999999999979,247.9999999999998,28,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_08,Vaccinium corymbosum,varied,conventional,USA,44.2645144479,-73.1342006234,NA,NA,NA,5,6,2013,0.421155,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,15,23.87,Chao1,bombus and other wild bees,69,0,42,27,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,169.5,0,144,25.5,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_09,Vaccinium corymbosum,varied,organic,USA,44.1007070105,-73.0757323969,NA,NA,NA,5,6,2014,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,20,39.807,Chao1,bombus and other wild bees,56,0,20,36,0,0,0,0,0,0,0,960,120,visits per m^2 and hour,105.30000000000001,14.100000000000001,50.699999999999996,32.4,"NA","NA","NA","NA","NA","NA",8.100000000000001,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_09,Vaccinium corymbosum,varied,organic,USA,44.1007070105,-73.0757323969,NA,NA,NA,5,6,2015,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,19,26.912,Chao1,bombus and other wild bees,43,0,21,22,0,0,0,0,0,0,0,960,120,visits per m^2 and hour,179.3333333333334,15.333333333333359,134.66666666666677,29.333333333333364,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_09,Vaccinium corymbosum,varied,organic,USA,44.1007070105,-73.0757323969,NA,NA,NA,5,6,2013,0.404686,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,9,11.17,Chao1,bombus and other wild bees,28,0,16,12,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,129,17.1,86.10000000000001,25.200000000000003,"NA","NA","NA","NA","NA","NA",0.6000000000000001,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_10,Vaccinium corymbosum,varied,organic,USA,44.3688490193,-73.014138027,NA,NA,NA,5,6,2014,1.861328,10121.361000000001,kg/ha,NA,NA,NA,10513.58,NA,NA,4748.7243750000007,1.4256757,1495,36.359830000000002,NA,NA,21,50.918,Chao1,bombus and other wild bees,91,0,34,57,0,0,0,0,0,0,0,1280,160,visits per m^2 and hour,161.5000000000002,0,111.5,49.999999999999986,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_10,Vaccinium corymbosum,varied,organic,USA,44.3688490193,-73.014138027,NA,NA,NA,5,6,2015,1.861328,13742.942999999999,kg/ha,NA,NA,NA,13486.117,NA,NA,4748.7243750000007,1.9358048999999999,1495,39.308759999999999,NA,NA,14,26.321,Chao1,bombus and other wild bees,70,0,32,38,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,174,3,64.19999999999999,100.80000000000001,"NA","NA","NA","NA","NA","NA",6,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_10,Vaccinium corymbosum,varied,organic,USA,44.3688490193,-73.014138027,NA,NA,NA,5,6,2013,1.861328,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,16,51.321,Chao1,bombus and other wild bees,53,0,23,30,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,168.6206896551726,2.89655172413793,106.34482758620715,58.75862068965522,"NA","NA","NA","NA","NA","NA",0.620689655172414,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_11,Vaccinium corymbosum,varied,conventional,USA,44.533144,-73.184739,NA,NA,NA,5,6,2014,1.618943,6211.1549999999997,kg/ha,NA,NA,NA,6301.6469999999999,NA,NA,2397.3893749999997,1.1373131999999999,2278,37.855919999999998,NA,NA,20,31.93,Chao1,bombus and other wild bees,71,0,24,47,0,0,0,0,0,0,0,960,120,visits per m^2 and hour,117.75,11.749999999999979,32.25,73.75,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_11,Vaccinium corymbosum,varied,conventional,USA,44.533144,-73.184739,NA,NA,NA,5,6,2015,1.618943,8978.1560000000009,kg/ha,NA,NA,NA,9905.1669999999995,NA,NA,2397.3893749999997,1.6439736,2278,48.219540000000002,NA,NA,11,16.867,Chao1,bombus and other wild bees,45,0,17,28,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,105,18,35,52,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_11,Vaccinium corymbosum,varied,conventional,USA,44.533144,-73.184739,NA,NA,NA,5,6,2013,1.618943,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,12,29.633,Chao1,bombus and other wild bees,49,0,26,23,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,93.4999999999998,5.25,47.25000000000002,40.75,"NA","NA","NA","NA","NA","NA",0.2500000000000002,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_12,Vaccinium corymbosum,varied,conventional,USA,44.4747230566,-73.0565947991,NA,NA,NA,5,6,2014,1.192336,8969.9620105413996,kg/ha,NA,NA,NA,9235.9620105413996,NA,NA,3304.46,1.1916161999999999,2278,35.491669999999999,NA,NA,18,88.82,Chao1,bombus and other wild bees,61,0,24,37,0,0,0,0,0,0,0,1120,140,visits per m^2 and hour,85.9999999999998,0.2500000000000002,52.000000000000014,33.749999999999986,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_12,Vaccinium corymbosum,varied,conventional,USA,44.4747230566,-73.0565947991,NA,NA,NA,5,5,2015,1.192336,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,9,21.019,Chao1,bombus and other wild bees,26,0,14,12,0,0,0,0,0,0,0,320,40,visits per m^2 and hour,187.5,21.49999999999998,121.99999999999997,41.99999999999998,"NA","NA","NA","NA","NA","NA",1.9999999999999978,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_12,Vaccinium corymbosum,varied,conventional,USA,44.4747230566,-73.0565947991,NA,NA,NA,5,6,2013,1.192336,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,9,13.418,Chao1,bombus and other wild bees,55,0,20,35,0,0,0,0,0,0,0,320,40,visits per m^2 and hour,115.6666666666668,1.9999999999999978,52,61.66666666666665,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_13,Vaccinium corymbosum,varied,conventional,USA,44.2948077174,-73.259027347400007,NA,NA,NA,5,6,2014,2.87576,45041.714,kg/ha,NA,NA,NA,61655.574999999997,NA,NA,12927.547500000001,1.2947474999999999,2691,45.202530000000003,NA,NA,11,38.034,Chao1,bombus and other wild bees,29,0,19,10,0,0,0,0,0,0,0,960,120,visits per m^2 and hour,73.0000000000002,60.4999999999998,9.250000000000021,3.2500000000000018,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_13,Vaccinium corymbosum,varied,conventional,USA,44.2948077174,-73.259027347400007,NA,NA,NA,5,5,2015,2.87576,54648.396999999997,kg/ha,NA,NA,NA,74780.403000000006,NA,NA,12927.547500000001,1.5708966,2691,53.643529999999998,NA,NA,4,5.8,Chao1,bombus and other wild bees,10,0,7,3,0,0,0,0,0,0,0,320,40,visits per m^2 and hour,97.0000000000002,64.9999999999998,27.000000000000014,4.999999999999998,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_13,Vaccinium corymbosum,varied,conventional,USA,44.2948077174,-73.259027347400007,NA,NA,NA,5,6,2013,2.87576,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,7,16.412,Chao1,bombus and other wild bees,17,0,11,6,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,27.375,19.5,7.875,0,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
