study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
grab013,KPGB,Fragaria x ananassa,NA,organic,USA,42.442682101431295,-76.54027430479736,373324.7017,4700077.8289,18N,NA,NA,2015,0.005,7.163,grams (average fruit weight),92,pollination rate (% seed set per fruit) ,NA,7.550526316,NA,87.63157895,NA,see yield,NA,NA,NA,NA,10.228,Chao1,102,0,0,102,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,KPCRT,Fragaria x ananassa,NA,organic,USA,42.442682101431295,-76.54027430479736,373324.7017,4700077.8289,18N,NA,NA,2015,0.005,8.175,grams (average fruit weight),89.16666667,pollination rate (% seed set per fruit) ,NA,8.923333333,NA,92.708333333,NA,see yield,NA,NA,NA,NA,18.948,Chao1,154,0,0,154,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,ORCHK,Fragaria x ananassa,NA,organic,USA,42.44378301383028,-76.46318362940944,379667.031899999,4700087.90359999,18N,NA,NA,2015,0.005,7.033888889,grams (average fruit weight),96.666666667,pollination rate (% seed set per fruit) ,NA,5.108,NA,97.5,NA,see yield,NA,NA,NA,NA,29.714,Chao1,63,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,ORCHR,Fragaria x ananassa,NA,organic,USA,42.44338913395044,-76.4604383075622,379892.060499999,4700040.2785,18N,NA,NA,2015,0.005,5.412222222,grams (average fruit weight),96.111111111,pollination rate (% seed set per fruit) ,NA,5.990588235,NA,88.52941176,NA,see yield,NA,NA,NA,NA,30.115,Chao1,159,10,0,149,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RESHI,Fragaria x ananassa,NA,organic,USA,42.87532311265631,-77.026609502374,334478.1896,4748962.00019999,18N,NA,NA,2015,0.005,5.006,grams (average fruit weight),88.5,pollination rate (% seed set per fruit) ,NA,6.300909091,NA,96.363636364,NA,see yield,NA,NA,NA,NA,16.963,Chao1,108,0,0,108,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RESLO,Fragaria x ananassa,NA,organic,USA,42.87657911017903,-77.02426569882542,334672.9784,4749096.8737,18N,NA,NA,2015,0.005,6.131428571,grams (average fruit weight),97.857142857,pollination rate (% seed set per fruit) ,NA,5.273333333,NA,78.33333333,NA,see yield,NA,NA,NA,NA,13.977,Chao1,88,0,0,88,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RESWS,Fragaria x ananassa,NA,organic,USA,42.8687509601095,-77.02761049657379,334378.8517,4748234.1245,18N,NA,NA,2015,0.005,8.332727273,grams (average fruit weight),97.727272727,pollination rate (% seed set per fruit) ,NA,10.505,NA,95,NA,see yield,NA,NA,NA,NA,22.094,Chao1,101,0,0,101,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RES47,Fragaria x ananassa,NA,organic,USA,42.870358326260764,-77.02967694292352,334214.3567,4748416.6919,18N,NA,NA,2015,0.005,8.574166667,grams (average fruit weight),93.75,pollination rate (% seed set per fruit) ,NA,8.605,NA,96.5,NA,see yield,NA,NA,NA,NA,15.662,Chao1,140,6,0,134,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RESNB,Fragaria x ananassa,NA,organic,USA,42.86804276971136,-77.0302795964181,334158.928199999,4748160.73399999,18N,NA,NA,2015,0.005,5.724,grams (average fruit weight),85,pollination rate (% seed set per fruit) ,NA,4.8525,NA,92.5,NA,see yield,NA,NA,NA,NA,7,Chao1,94,0,0,94,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,RESAJ,Fragaria x ananassa,NA,organic,USA,42.869729580962066,-77.03286841832843,333951.98,4748353.15949999,18N,NA,NA,2015,0.005,5.467142857,grams (average fruit weight),92.857142857,pollination rate (% seed set per fruit) ,NA,5.75,NA,92,NA,see yield,NA,NA,NA,NA,61.328,Chao1,67,0,0,67,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,SQFD,Fragaria x ananassa,NA,organic,USA,42.49052658054953,-76.72723964170514,358056.056599999,4705686.5753,18N,NA,NA,2015,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,see yield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
grab013,SQWD,Fragaria x ananassa,NA,organic,USA,42.490630192736226,-76.7242988255585,358297.972299999,4705693.1621,18N,NA,NA,2015,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,see yield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",USDA NASS,hlc66@cornell.edu
