study_id,pollinator,guild,percentage,sampling_method,crop,variety,country
ande01,Apis mellifera,honeybees,100,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus distinguendus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hortorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus hypnorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus lapidarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus muscorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pascuorum,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus pratensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus rudurarius,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus soroeensis,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sp.,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus subterraneus,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus sylvestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Bombus terrestris,bumblebees,6.896551724137931,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Cerceris rybyensis,non_bee_hymenoptera,20,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Chloromyia formosa,other_flies,80,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Episyrphus balteatus,syrphids,7.189542483660131,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Eupeodes corollae,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Halictus tumulorum,other_wild_bees,12.76595744680851,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lasioglossum leucopus,other_wild_bees,21.27659574468085,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Lindenius albilabris,non_bee_hymenoptera,60,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Melanostoma mellinum,syrphids,7.8431372549019605,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Nemotelus nigrinus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Platycheirus clypeatus,syrphids,6.5359477124183005,Sweepnets,Brassica rapa,NA,Sweden
ande01,Sargus iridatus,other_flies,10,Sweepnets,Brassica rapa,NA,Sweden
